0	1
Her Wulfheard aldorman gefeaht æt Hamtune wiþ xxxiii sciphlæsta & þær micel wæl geslog & sige nom	her Wulfheard ealdorman gefeohtan æt Hamtun wiþ þritigþri sciphlæst & þær micel wæl geslean & sige niman
& þy geare forþferde Wulfheard	& se gear forþferan Wulfheard
& þy ilcan geare gefeaht Æþelhelm dux wiþ Deniscne here on Port mid Dornsætum & gode hwile þone here gefliemde	& se ilca gear gefeohtan Æþelhelm dux wiþ Denisc here on Port mid Dornsæte & god hwil se here geflyman
& þa Deniscan ahton wælstowe gewald & þone aldormon ofslogon	& se Deniscan agan wælstow geweald & se ealdorman ofslean
Her Herebryht aldormon wæs ofslægen from hæþnum monnum	her Herebryht ealdorman wesan ofslean fram hæðen mann
& monige mid him on Merscwarum	& manig mid he on Merscware
& þy ilcan geare eft on Lindesse & on East.Englum & on Cantwarum wurdon monige men ofslægene from þam herige	& se ilca gear eft on Lindesse & on East-Engle & on Cantware weorþan manig mann ofslean fram se here
Her wæs micel wælsliht on Lundenne & on Cwantawic & on Hrofesceastre	her wesan micel wælsliht on Lunden & on Cwantawic & on Hrofesceaster
Her Æþelwulf cyning gefeaht æt Carrum wiþ xxxv sciphlæsta	her Æþelwulf cyning gefeohtan æt Carrum wiþ þritigfif sciphlæst
& þa Deniscan ahton wælstowe gewald	& se Deniscan agan wælstow geweald
Her Eanulf aldorman gefeaht mid Sumursætum	her Eanulf ealdorman gefeohtan mid Sumersæte
& Ealchstan biscep & Osric aldorman mid Dornsætum gefuhton æt Pedridan muþan wiþ Deniscne here & þær micel wæl geslogon & sige namon	& Ealchstan bisceop & Osric ealdorman mid Dornsætum gefeohtan æt Pedrida muþa wiþ Denisc here & þær micel wæl geslean & sige niman
Her Ceorl aldormon gefeaht wiþ hæþene men mid Defenascire æt Wicganbeorge & þær micel wæl geslogon & sige namon	her Ceorl ealdorman gefeohtan wiþ hæðen mann mid Defena.scir æt Wicganbeorg & þær micel wæl geslean & sige niman
& þy ilcan geare Æþelstan cyning & Ealchere dux micelne here ofslogon æt Sondwic on Cent & ix scipu gefengun & þa oþre gefliemdon	& se ilca gear Æþelstan cyning & Ealchere dux micel here ofslean æt Sandwic on Cent & nigon scip gefon & se oðer geflyman
& hæþne men ærest ofer winter sæton	& hæðen mann ær ofer winter sittan
& þy ilcan geare cuom feorðe healfhund scipa on Temese muþan & bræcon Contwaraburg & Lundenburg & gefliemdon Beorhtwulf Miercna cyning mid his fierde & foron þa suþ ofer Temese on Suþrige	& se ilca gear cuman feorþa healfhund scip on Temesemuþa muþa & brecan Cantwara.burg & Lundenburh & geflyman Beorhtwulf Mirce cyning mid his fyrd & faran þa suþ ofer Temese on Suþrige
& him gefeaht wiþ Æþelwulf cyning & Æþelbald his sunu æt Aclea mid West.Seaxna fierde & þær þæt mæste wæl geslogon on hæþnum herige þe we secgan hierdon oþ þisne ondweardan dæg & þær sige namon	& hi gefeohtan wiþ Æþelwulf cyning & Æþelbald his sunu æt Aclea mid West-Seaxe fyrd & þær se micel wæl geslean on hæðen here þe we secgan hyran oþ þes andweard dæg & þær sige niman
Her bæd Burgred Miercna cyning & his wiotan Æþelwulf cyning þæt he him gefultumade þæt him Norþ.Walas gehiersumade	her biddan Burgred Mirce cyning & his wita Æþelwulf cyning þæt he hi gefultuman þæt he Norþ-Walas gehyrsumian
He þa swa dyde & mid fierde for ofer Mierce on Norþ.Walas & hie him alle gehiersume dydon	he þa swa don & mid fyrd faran ofer Mirce on Norþ-Walas & hi he eal gehyrsum don
& þy ilcan geare sende Æþelwulf cyning Ælfred his sunu to Rome	& se ilca gear sendan Æþelwulf cyning Ælfred his sunu to Rom
Þa was domne Leo papa on Rome	þa wesan domne Leo papa on Rom
& he hine to cyninge gehalgode & hiene him to biscepsuna nam	& he he to cyning gehalgian & he he to bisceop-sunu niman
Þa þy ilcan geare Ealhere mid Cantwarum & Huda mid Suþrigium gefuhton on Tenet wiþ hæþnum herige & ærest sige namon	þa se ilca gear Ealchere mid Cantware & Huda mid Suþrige gefeohtan on Tenet wiþ hæðen here & ær sige niman
& þær wearþ monig mon ofslægen & adruncen on gehwæþere hond	& þær weorþan manig mann ofslean & adrincan on gehwæðer hand
Ond þæs ofer Eastron geaf Æþelwulf cyning his dohtor Burgrede cyninge of Wesseaxum on Merce	and se ofer easter gifan Æþelwulf cyning his dohtor Burgred cyning of West-Seaxe on Mirce
Her hæþne men ærest on Sceapige ofer winter sætun	her hæðen mann ær on Sceapig ofer winter sittan
& þy ilcan geare gebocude Æþelwulf cyning teoþan dæl his londes ofer al his rice Gode to lofe & him selfum to ecere hælo & þy ilcan geare ferde to Rome mid micelre weorþnesse & þær was xii monaþ wuniende & þa him hamweard for	& se ilca gear gebocian Æþelwulf cyning teoða dæl his land ofer eal his rice God to lof & he self to ece hælu & se ilca gear feran to Rom mid micel weorþness & þær wesan twelf monaþ wunian & þa he hamweard faran
& him þa Carl Francna cyning his dohtor geaf him to cuene	& he þa Carl Francan cyning his dohtor geaf he to cwen
& æfter þam to his leodum cuom	& æfter se to his leod cuman
& hie þæs gefægene wærun	& hi se gefægen wesan
& ymb ii gear þæs ðe he on Francum com he gefor	& ymb twegen gear se þe he on Francan cuman he gefaran
& his lic liþ æt Wintanceastre	& his lic licgan æt Wintanceaster
& he ricsode nigonteoþe healf gear	& he ricsian nigonteoþa healf gear
Ond þa fengon Æþelwulfes suna twegen to rice Æþelbald to Wesseaxna rice & Æþelbryht to Cantwara rice & to East.Seaxna rice & to Suþrigea & to Suþ.Seaxna rice	and þa fon Æþelwulf sunu twegen to rice Æþelbald to West-Seaxe rice & Æþelbryht to Cantware rice & to East-Seaxe rice & to Suþrige & to Suþ-Seaxe rice
& þa ricsode Æþelbald v gear	& þa ricsian Æþelbald fif gear
Her Æþelbald cyng forþferde	her Æþelbald cyning forþferan
& his lic liþ æt Sciraburnan	& his lic licgan æt Scireburne
& feng Æþelbryht to allum þam rice his broþur	& fon Æþelbryht to eal se rice his broðor
& he hit heold on godre geþuærnesse & on micelre sibsumnesse	& he hit healdan on god geþwærnes & on micel sibsumness
& on his dæge cuom micel sciphere up & abræcon Wintanceastre	& on his dæg cuman micel sciphere up & abrecan Wintanceaster
& wiþ þone here gefuhton Osric aldorman mid Hamtunscire & Æþelwulf aldormon mid Bearrucscire & þone here gefliemdon & wælstowe gewald ahton	& wiþ se here gefeohtan Osric ealdorman mid Hamtunscir & Æþelwulf ealdorman mid Bearrucscir & se here geflyman & wælstow geweald agan
& se Æþelbryht ricsode v gear	& se Æþelbryht ricsian fif gear
& his lic liþ æt Scireburnan	& his lic licgan æt Scireburne
Her sæt hæþen here on Tenet & genamon friþ wiþ Cantwarum	her sittan hæðen here on Tenet & geniman friþ wiþ Cantware
& Cantware him feoh geheton wiþ þam friþe	& Cantware hi feoh gehatan wiþ se friþ
& under þam friþe & þam feohgehate se here hiene on niht up bestæl & oferhergeade alle Cent eastewearde	& under se friþ & se feohgehat se here he on niht up bestelan & oferhergian eal Cent easteweard
Her feng Æþered Æþelbryhtes broþur to Wesseaxna rice	her fon Æþered Æþelbryht broðor to West-Seaxe rice
& þy ilcan geare cuom micel here on Angelcynnes lond & wintersetl namon on East.Englum & þær gehorsude wurdon	& se ilca gear cuman micel here on Angelcynn land & wintersetl niman on East-Engle & þær gehorsian weorþan
& hie him friþ wiþ namon	& hi hi friþ wiþ niman
Her for se here of East.Englum ofer Humbre muþan to Eoforwicceastre on Norþhymbre	her faran se here of East-Engle ofer Humbre muþa to Eoforwicceaster on Norþan-hymbre
& þær wæs micel ungeþuærnes þære þeode betweox him selfum	& þær wesan micel ungeþwærness se þeod betweoh hi self
& hie hæfdun hiera cyning aworpenne Osbryht & ungecyndne cyning underfengon Ællan	& hi habban hira cyning aweorpan Osbryht & ungecynde cyning underfon Ælle
& hie late on geare to þam gecirdon þæt hie wiþ þone here winnende wærun	& hi late on gear to se gecirran þæt hi wiþ se here winnan wesan
& hie þeah micle fierd gegadrodon & þone here sohton æt Eoforwicceastre & on þa ceastre bræcon	& hi þeah micel fyrd gegaderian & se here secan æt Eoforwicceaster & on se ceaster brecan
& hie sume inne wurdon	& hi sum inne weorþan
& þær was ungemetlic wæl geslægen Norþanhymbra	& þær wesan ungemetlic wæl geslean Norþan-hymbre
sume binnan sume butan	sum binnan sum butan
& þa cyningas begen ofslægene	& se cyning begen ofslean
& sio laf wiþ þone here friþ nam	& se laf wiþ se here friþ niman
& þy ilcan geare gefor Ealchstan biscep	& se ilca gear gefaran Ealchstan bisceop
& he hæfde þæt bisceprice l wintra æt Scireburnan	& he habban se bisecoprice fiftig winter æt Scireburne
& his lic liþ þær on tune	& his lic licgan þær on tun
Her for se ilca here innan Mierce to Snotengaham & þær wintersetl namon	her faran se ilca here innan Mirce to Snotingaham & þær wintersetl niman
& Burgræd Miercna cyning & his wiotan bædon Æþered West.Seaxna cyning & Ælfred his broþur þæt hie him gefultumadon þæt hie wiþ þone here gefuhton	& Burgred Mirce cyning & his wita biddan Æþered West-Seaxe cyning & Ælfred his broðor þæt hi hi gefultuman þæt hi wiþ se here gefeohtan
& þa ferdon hie mid Wesseaxna fierde innan Mierce oþ Snotengaham & þone here þær metton on þam geweorce	& þa feran hi mid West-Seaxe fyrd innan Mirce oþ Snotingaham & se here þær metan on se geweorc
& þær nan hefelic gefeoht ne wearþ	& þær nan hefelic gefeoht ne weorþan
& Mierce friþ namon wiþ þone here	& Mirce friþ niman wiþ se here
Her for se here eft to Eoforwicceastre & þær sæt i gear	her faran se here eft to Eoforwicceaster & þær sittan an gear
Her rad se here ofer Mierce innan East.Engle & wintersetl namon æt Þeodforda	her ridan se here ofer Mirce innan East-Engle & wintersetl niman æt þeodford
& þy wintre Eadmund cyning him wiþ feaht	& se winter Eadmund cyning hi wiþ feohtan
& þa Deniscan sige namon & þone cyning ofslogon & þæt lond all geeodon	& se Deniscan sige niman & se cyning ofslean & þæt land eal gegan
& þy geare gefor Ceolnoþ ærcebiscop	& se gear gefaran Ceolnoþ arcebisceop
& Æþered Wiltunscire biscop wearþ gecoren to ærcebiscpe to Cantuareberi	& Æþered Wiltunscir bisceop weorþan geceosan to arcebisceop to Cantwara.burg
Her cuom se here to Readingum on West.Seaxe	her cuman se here to Readingum on West-Seaxe
& þæs ymb iii niht ridon ii eorlas up	& se ymb þri niht ridan twegen eorl up
Þa gemette hie Æþelwulf aldorman on Englafelda & him þær wiþ gefeaht & sige nam	þa gemetan hi Æþelwulf ealdorman on Englafeld & hi þær wiþ gefeohtan & sige niman
Þæs ymb iiii niht Æþered cyning & Ælfred his broþur þær micle fierd to Readingum gelæddon & wiþ þone here gefuhton	se ymb feower niht Æþered cyning & Ælfred his broðor þær micel fyrd to Readingum gelædan & wiþ se here gefeohtan
& þær wæs micel wæl geslægen on gehwæþre hond	& þær wesan micel wæl geslean on gehwæðer hand
& Æþelwulf aldormon wearþ ofslægen	& Æþelwulf ealdorman weorþan ofslean
& þa Deniscan ahton wælstowe gewald	& se Deniscan agan wælstow geweald
& þæs ymb iiii niht gefeaht Æþered cyning & Ælfred his broþur wiþ alne þone here on Æscesdune	& se ymb feower niht gefeohtan Æþered cyning & Ælfred his broðor wiþ eal se here on Æscesdun
& hie wærun on twæm gefylcum	& hi wesan on twegen gefylce
on oþrum wæs Bachsecg & Halfdene þa hæþnan cyningas	on oðer wesan Bagsecg & Halfdene se hæðen cyning
& on oþrum wæron þa eorlas	& on oðer wesan se eorl
& þa gefeaht se cyning Æþered wiþ þara cyninga getruman	& þa gefeohtan se cyning Æþered wiþ se cyning getruma
& þær wearþ se cyning Bagsecg ofslægen	& þær weorþan se cyning Bagsecg ofslean
& Ælfred his broþur wiþ þara eorla getruman	& Ælfred his broðor wiþ se eorl getruma
& þær wearþ Sidroc eorl ofslægen se alda & Sidroc eorl se gioncga & Osbearn eorl & Fræna eorl & Hareld eorl	& þær weorþan Sidroc eorl ofslean se eald & Sidroc eorl se geong & Osbearn eorl & Fræna eorl & Hareld eorl
& þa hergas begen gefliemde	& se here begen geflyman
& fela þusenda ofslægenra	& fela þusend ofslean
& onfeohtende wæron oþ niht	& onfeohtan wesan oþ niht
& þæs ymb xiiii niht gefeaht Æþered cyning & Ælfred his broður wiþ þone here æt Basengum	& se ymb feowertyne niht gefeohtan Æþered cyning & Ælfred his broður wiþ se here æt Basengum
& þær þa Deniscan sige namon	& þær se Deniscan sige niman
& þæs ymb ii monaþ gefeaht Æþered cyning & Ælfred his broþur wiþ þone here æt Meretune	& se ymb twegen monaþ gefeohtan Æþered cyning & Ælfred his broðor wiþ se here æt Meretun
& hie wærun on tuæm gefylcium	& hi wesan on twegen gefylce
& hie butu gefliemdon & longe on dæg sige ahton	& hi butu geflyman & lange on dæg sige agan
& þær wearþ micel wælsliht on gehwæþere hond	& þær weorþan micel wælsliht on gehwæðer hand
& þa Deniscan ahton wælstowe gewald	& se Deniscan agan wælstow geweald
& þær wearþ Heahmund biscep ofslægen & fela godra monna	& þær weorþan Heahmund bisceop ofslean & fela god mann
& æfter þissum gefeohte cuom micel sumorlida	& æfter þes gefeoht cuman micel sumerlida
& þæs ofer Eastron gefor Æþered cyning	& se ofer easter gefaran Æþered cyning
& he ricsode v gear	& he ricsian fif gear
& his lic liþ æt Winburnan	& his lic licgan æt Winburne
Þa feng Ælfred Æþelwulfing his broþur to Wesseaxna rice	þa fon Ælfred Æþelwulfing his broðor to West-Seaxe rice
& þæs ymb anne monaþ gefeaht Ælfred cyning wiþ alne þone here lytle werede æt Wiltune & hine longe on dæg gefliemde	& se ymb an monaþ gefeohtan Ælfred cyning wiþ eal se here lytel weorod æt Wiltun & he lange on dæg geflyman
& þa Deniscan ahton wælstowe gewald	& se Deniscan agan wælstow geweald
& þæs geares wurdon viiii folcgefeoht gefohten wiþ þone here on þy cynerice be suþan Temese & butan þam þe him Ælfred þæs cyninges broþur & anlipig aldormon & cyninges þegnas oft rade onridon þe mon na ne rimde	& se gear weorþan nigon folcgefeoht gefeohtan wiþ se here on se cynerice be suþan Temes & butan se þe hi Ælfred se cyning broðor & anlipig ealdorman & cyning þegen oft rad onridan þe man na ne riman
& þæs geares wærun ofslægene viiii eorlas & an cyning	& se gear wesan ofslean nigon eorl & an cyning
& þy geare namon Westseaxe friþ wiþ þone here	& se gear niman West-Seaxe friþ wiþ se here
Her for se here to Lundenbyrig from Readingum & þær wintersetl nam	her faran se here to Lundenburh fram Readingum & þær wintersetl niman
& þa namon Mierce friþ wiþ þone here	& þa niman Mirce friþ wiþ se here
Her for se here on Norþhymbre	her faran se here on Norþan-hymbre
& he nam wintersetl on Lindesse æt Tureces iege	& he niman wintersetl on Lindesse æt Turec ig
& þa namon Mierce friþ wiþ þone here	& þa niman Mirce friþ wiþ se here
Her for se here from Lindesse to Hreopedune & þær wintersetl nam & þone cyning Burgræd ofer sæ adræfdon ymb xxii wintra þæs þe he rice hæfde & þæt lond all geeodon	her faran se here fram Lindesse to Hreopedun & þær wintersetl niman & se cyning Burgred ofer sæ adræfan ymb twentigtwegen winter se þe he rice habban & se land eal gegan
& he for to Rome & þær gesæt	& he faran to Rom & þær gesittan
& his lic liþ on Sancta Marian ciricean on Angelcynnes scole	& his lic licgan on Sancta Marian cirice on Angelcynn scolu
& þy ilcan geare hie sealdon anum unwisum cyninges þegne Miercna rice to haldanne	& se ilca gear hi sellan an unwis cyning þegen Mirce rice to healdan
& he him aþas swor & gislas salde þæt he him gearo wære swa hwelce dæge swa hie hit habban wolden & he gearo wære mid him selfum & on allum þam þe him læstan woldon to þæs heres þearfe	& he hi aþ swerian & gisel sellan þæt he hi gearo wesan swa hwilc dæg swa hi hit habban willan & he gearo wesan mid he self & on eal se þe he læstan willan to se here þearf
Her for se here from Hreopedune	her faran se here fram Hreopedun
& Healfdene for mid sumum þam here on Norþhymbre & nam wintersetl be Tinan þære ea	& Halfdene for mid sum se here on Norþan-hymbre & niman wintersetl be Tina se ea
